Input Size,Reverse,Random,Pre-sorted
0,2660.0,2364.0,2120.0
500,15158.0,42900.0,14658.0
1000,25292.0,88430.0,24334.0
1500,40302.0,141328.0,39312.0
2000,57836.0,215760.0,54748.0
2500,78888.0,242882.0,75458.0
3000,81046.0,289380.0,84182.0
3500,95230.0,345208.0,92692.0
4000,110818.0,395022.0,105756.0
4500,126258.0,461858.0,122224.0
5000,145100.0,495194.0,133046.0
5500,167580.0,551392.0,161534.0
6000,170212.0,613646.0,163624.0
6500,183316.0,671824.0,180212.0
7000,202422.0,724242.0,192940.0
7500,217486.0,775888.0,207264.0
8000,231638.0,831200.0,228304.0
8500,247082.0,893172.0,238808.0
9000,264712.0,943574.0,259622.0
9500,275848.0,995514.0,270714.0
10000,295710.0,1055728.0,294018.0
10500,305856.0,1098608.0,298040.0
11000,322896.0,1166666.0,319886.0
11500,338760.0,1223898.0,323864.0
12000,355280.0,1278304.0,344768.0
12500,374498.0,1332960.0,355884.0
13000,385186.0,1384240.0,373388.0
13500,395570.0,1434156.0,389288.0
14000,418644.0,1503168.0,406506.0
14500,427134.0,1559662.0,414960.0
15000,444056.0,1613924.0,431352.0
15500,465164.0,1671840.0,452700.0
16000,481008.0,1739008.0,470412.0
16500,491004.0,1803830.0,482840.0
17000,509226.0,1854360.0,497710.0
17500,527114.0,1918168.0,514476.0
18000,545464.0,1980598.0,534724.0
18500,555134.0,2027500.0,542142.0
19000,569518.0,2091908.0,554866.0
19500,585756.0,2132138.0,574960.0
20000,615744.0,2207434.0,596964.0
20500,617658.0,2270972.0,605794.0
21000,629422.0,2313284.0,615724.0
21500,652306.0,2391424.0,630942.0
22000,677226.0,2442424.0,656132.0
22500,680374.0,2509970.0,670812.0
23000,703468.0,2560460.0,681012.0
23500,715162.0,2615964.0,696768.0
24000,740758.0,2675254.0,728706.0
24500,751254.0,2740418.0,736342.0
25000,766590.0,2806084.0,747646.0
25500,782270.0,2860882.0,763524.0
26000,801176.0,2944032.0,789944.0
26500,830350.0,2977908.0,797730.0
27000,843036.0,3047432.0,815504.0
27500,861130.0,3093372.0,833856.0
28000,872172.0,3179880.0,857996.0
28500,889632.0,3229340.0,875638.0
29000,901774.0,3285900.0,882174.0
29500,918928.0,3339344.0,898004.0
30000,934972.0,3441264.0,919350.0
30500,955460.0,3468616.0,932252.0
31000,981320.0,3555510.0,949978.0
31500,1006402.0,3607218.0,981720.0
32000,1014160.0,3649766.0,995348.0
32500,1032952.0,3711102.0,1007072.0
33000,1035920.0,3764070.0,1004376.0
33500,1055112.0,3836412.0,1030864.0
34000,1072924.0,3893222.0,1045530.0
34500,1087910.0,3953892.0,1066218.0
35000,1104178.0,4026400.0,1075556.0
35500,1132656.0,4080498.0,1108278.0
36000,1154702.0,4136288.0,1129966.0
36500,1168352.0,4208280.0,1132356.0
37000,1163192.0,4272252.0,1140970.0
37500,1180522.0,4335712.0,1156536.0
38000,1199004.0,4406956.0,1174146.0
38500,1217312.0,4471028.0,1189302.0
39000,1236730.0,4533774.0,1207228.0
39500,1264860.0,4574698.0,1220290.0
40000,1281618.0,4650730.0,1255564.0
40500,1294914.0,4738108.0,1264084.0
41000,1303724.0,4762404.0,1265042.0
41500,1315192.0,4833726.0,1289638.0
42000,1333618.0,4904816.0,1295936.0
42500,1361480.0,5009678.0,1330418.0
43000,1363784.0,5009656.0,1330144.0
43500,1392344.0,5109592.0,1376086.0
44000,1422450.0,5201006.0,1397522.0
44500,1434072.0,5264214.0,1406640.0
45000,1438932.0,5292044.0,1423264.0
45500,1459624.0,5366746.0,1416572.0
46000,1470568.0,5442852.0,1440854.0
46500,1495950.0,5501742.0,1467786.0
47000,1509782.0,5613838.0,1467956.0
47500,1534922.0,5699326.0,1523868.0
