Input Size,QuickSort,MergeSort,HeapSort,BubbleSort,NoSort
0,2593.0,2007.0,2095.0,6515.0,3213.0
50,2783.0,4025.0,5664.0,4815.0,1062.0
100,3232.0,6293.0,10832.0,12237.0,960.0
150,4471.0,8757.0,15334.0,29000.0,949.0
200,5412.0,10586.0,21072.0,48781.0,906.0
250,6798.0,13466.0,25640.0,65403.0,910.0
300,7758.0,16184.0,31932.0,88128.0,899.0
350,8910.0,19091.0,36877.0,119730.0,893.0
400,9503.0,21418.0,42894.0,160268.0,893.0
450,11154.0,24552.0,48839.0,218779.0,898.0
500,12394.0,26925.0,60222.0,254628.0,903.0
550,13920.0,36236.0,72530.0,294002.0,931.0
600,17899.0,37743.0,73649.0,342764.0,1100.0
650,19121.0,41522.0,76635.0,401326.0,1330.0
700,19831.0,44293.0,82777.0,467942.0,980.0
750,19562.0,42205.0,87924.0,537806.0,1059.0
800,19159.0,45125.0,91174.0,615961.0,976.0
850,20912.0,46954.0,98083.0,701900.0,935.0
900,21480.0,49695.0,103834.0,799755.0,943.0
950,23218.0,53436.0,109259.0,861619.0,940.0
1000,24772.0,55742.0,113871.0,970203.0,938.0
1050,26143.0,59830.0,122764.0,1057783.0,954.0
1100,27068.0,62103.0,130515.0,1154933.0,949.0
1150,28351.0,65092.0,136650.0,1257658.0,1016.0
1200,29330.0,69110.0,141505.0,1377433.0,971.0
1250,30880.0,71092.0,148900.0,1501563.0,1011.0
1300,32068.0,75504.0,155963.0,1613204.0,1013.0
1350,33405.0,78883.0,164823.0,1739535.0,980.0
1400,34492.0,81558.0,173155.0,1876884.0,984.0
1450,36356.0,85946.0,173499.0,1997764.0,987.0
1500,37220.0,89965.0,180166.0,2146543.0,1166.0
1550,38332.0,96079.0,188617.0,2279462.0,1005.0
1600,38756.0,96841.0,196517.0,2439978.0,956.0
1650,46055.0,97198.0,197836.0,2578578.0,1111.0
1700,44548.0,99990.0,204961.0,2726324.0,1068.0
1750,44004.0,104196.0,212106.0,2882264.0,1408.0
1800,44224.0,105516.0,219015.0,3051297.0,996.0
1850,45891.0,109891.0,222769.0,3239061.0,1020.0
1900,48325.0,114512.0,231694.0,3395799.0,1055.0
